Wall time,Step,Value
1757869623.133376,8,0.4267737567424774
1757869627.8738937,24,0.6715835332870483
1757869629.5111642,32,0.6548448204994202
1757869633.0774405,40,0.5584209561347961
1757869638.765024,64,0.6053222417831421
1757869641.1083033,80,0.649817943572998
1757869642.8723338,88,0.7230908274650574
1757869646.4475203,96,0.7026653289794922
1757869653.4352264,120,0.6736758351325989
1757869657.4165435,128,0.6565325260162354
1757869660.5833766,136,0.672630250453949
1757869662.978604,144,0.6579861640930176
1757869664.8208487,152,0.6914609670639038
1757869667.7214522,160,0.6976897120475769
1757869670.9711828,168,0.6841956377029419
1757869677.2725692,184,0.678013026714325
1757869685.8281386,192,0.6685951352119446
1757869689.723763,208,0.646099328994751
1757869690.822203,216,0.6741927266120911
1757869692.9917762,224,0.6596990823745728
1757869694.797436,232,0.6692988872528076
1757869696.0133202,240,0.6657246947288513
1757869696.8474483,248,0.6700558066368103
1757869698.7674654,256,0.6973792910575867
1757869701.274976,264,0.7105564475059509
1757869703.6883118,272,0.7231675386428833
1757869704.4255133,280,0.7024204134941101
1757869709.3057287,296,0.7118498086929321
1757869713.1165197,304,0.7218469381332397
1757869714.345131,312,0.7373550534248352
1757869718.0733235,320,0.7427152991294861
1757869723.5133889,328,0.7364386320114136
1757869727.516514,344,0.7248375415802002
1757869730.287804,352,0.7083882689476013
1757869735.1866744,376,0.7476640343666077
1757869737.5122104,384,0.7616056799888611
1757869745.5446932,392,0.7587748169898987
1757869748.455777,400,0.7554798722267151
1757869752.4812644,408,0.7349607348442078
1757869755.4877195,416,0.7288970351219177
1757869758.4003596,424,0.7126049995422363
1757869760.8892746,432,0.7211530208587646
1757869762.506325,440,0.7144799828529358
1757869764.223693,448,0.7246150374412537
1757869766.7391708,464,0.7568807005882263
1757869769.8408062,472,0.7782036066055298
1757869774.1408896,488,0.7909616231918335
1757869775.534041,496,0.8097146153450012
1757869778.3949232,504,0.7922882437705994
1757869779.4809933,512,0.8064866065979004
1757869786.9644384,528,0.8130714297294617
1757869788.2889662,536,0.786464512348175
1757869795.974529,544,0.7783544063568115
1757869797.9912713,552,0.7885481119155884
1757869805.5793881,568,0.7932174205780029
1757869808.5049686,576,0.8069372773170471
1757869810.4560778,584,0.8001673221588135
1757869812.6285925,592,0.790151834487915
1757869823.0022237,608,0.7964086532592773
1757869824.9394662,624,0.8310599327087402
1757869828.0984328,632,0.8395705819129944
1757869831.7363596,640,0.8460570573806763
1757869834.3080168,648,0.8442845344543457
1757869837.722047,656,0.8306394219398499
1757869841.383623,664,0.8213415741920471
1757869843.6024523,672,0.8044835925102234
1757869846.9037025,680,0.8197460770606995
1757869848.0351117,688,0.8253129720687866
1757869851.559671,696,0.8553171753883362
1757869852.1473012,704,0.8544788360595703
1757869855.43956,712,0.859146773815155
1757869856.6903346,720,0.8447054624557495
1757869860.490076,728,0.8514412045478821
1757869864.4435308,744,0.8685778379440308
