Wall time,Step,Value
1757882289.17461,64,0.8675844073295593
1757882300.8000805,128,0.9186093211174011
1757882315.9579344,192,0.8531807661056519
1757882336.9299026,256,0.8355012536048889
1757882347.5489337,320,0.9273287653923035
1757882362.138148,384,0.9005923271179199
1757882382.7264493,448,0.8158522248268127
1757882398.324351,512,0.8752325177192688
1757882411.273555,576,0.8740066289901733
1757882424.9468858,640,0.8308874368667603
1757882447.3346095,704,0.8471927642822266
1757882461.2335904,768,0.9147348999977112
1757882477.3242655,832,0.9289039969444275
1757882499.8978405,896,0.9043406844139099
1757882513.3039732,960,0.902360200881958
1757882523.858952,1024,0.9143021702766418
1757882536.4792895,1088,0.8901547193527222
1757882554.0543523,1152,0.8723245859146118
1757882565.0193894,1216,0.9371840953826904
1757882584.201365,1280,0.9273591637611389
1757882594.8210912,1344,1.0164793729782104
1757882615.5307593,1408,1.0012930631637573
1757882626.656514,1472,1.052333116531372
1757882638.5924737,1536,1.058227300643921
1757882651.6191354,1600,1.0548911094665527
1757882671.6759005,1664,1.0691189765930176
1757882686.9386084,1728,1.0460994243621826
1757882696.9705043,1792,1.0312137603759766
1757882719.1276195,1856,0.9879765510559082
1757882733.9372137,1920,1.014672040939331
1757882746.4982495,1984,1.0093450546264648
1757882758.130034,2048,1.0271600484848022
1757882768.591928,2112,1.0962921380996704
1757882786.4184618,2176,1.0976043939590454
1757882795.7958586,2240,1.1160296201705933
1757882816.304988,2304,1.1519056558609009
1757882826.8206978,2368,1.2118887901306152
1757882848.1751316,2432,1.2026100158691406
1757882862.0827565,2496,1.2321410179138184
1757882875.485312,2560,1.1988887786865234
1757882885.4580817,2624,1.2160966396331787
1757882902.2436926,2688,1.1881277561187744
1757882913.4219728,2752,1.1851773262023926
1757882921.8785694,2816,1.1854828596115112
1757882937.7563264,2880,1.1778450012207031
1757882956.0325887,2944,1.2520512342453003
1757882968.649444,3008,1.2124427556991577
1757882982.7466288,3072,1.2391923666000366
1757882995.7695432,3136,1.2020429372787476
1757883013.8120372,3200,1.1885939836502075
1757883024.6693861,3264,1.208698034286499
1757883034.765675,3328,1.203101396560669
1757883046.2983859,3392,1.2703453302383423
1757883055.0384552,3456,1.3215768337249756
1757883071.17785,3520,1.3572148084640503
1757883080.69109,3584,1.4068667888641357
1757883088.8585043,3648,1.4450726509094238
1757883098.4311209,3712,1.4048737287521362
1757883111.1596599,3776,1.4022901058197021
1757883125.2235281,3840,1.3673605918884277
1757883138.1635401,3904,1.3789321184158325
1757883148.1229348,3968,1.3630332946777344
1757883160.4423645,4032,1.3013157844543457
1757883175.5335953,4096,1.3392518758773804
1757883183.424563,4160,1.307530164718628
1757883190.5626373,4224,1.359370470046997
1757883198.0573835,4288,1.4285720586776733
1757883206.0417976,4352,1.5110666751861572
1757883224.762238,4416,1.5258615016937256
1757883233.8146133,4480,1.5756102800369263
1757883245.626339,4544,1.5731592178344727
1757883256.7985957,4608,1.6768701076507568
1757883267.127669,4672,1.611947774887085
1757883282.4290445,4736,1.5285602807998657
1757883296.663403,4800,1.398656964302063
1757883309.267791,4864,1.4152311086654663
1757883319.3600051,4928,1.4620600938796997
1757883331.481604,4992,1.4452201128005981
1757883349.3082407,5056,1.4185655117034912
1757883362.7011733,5120,1.362380027770996
1757883374.0345795,5184,1.4024418592453003
1757883381.6680803,5248,1.5607759952545166
1757883390.0043485,5312,1.648450493812561
1757883403.642472,5376,1.6926945447921753
1757883411.9998114,5440,1.6719274520874023
1757883421.5708926,5504,1.6914740800857544
1757883429.1091633,5568,1.7636253833770752
1757883441.968582,5632,1.7743682861328125
1757883458.8131747,5696,1.6256030797958374
1757883469.932274,5760,1.5897328853607178
1757883478.0068831,5824,1.5231719017028809
1757883487.5159194,5888,1.5139278173446655
1757883495.2263799,5952,1.6087101697921753
1757883501.8140352,6016,1.6600151062011719
1757883517.6158361,6080,1.6796307563781738
1757883527.974047,6144,1.6226000785827637
1757883538.154116,6208,1.645527958869934
1757883549.3596306,6272,1.6758880615234375
1757883562.1435866,6336,1.6940761804580688
1757883578.2118073,6400,1.6271237134933472
1757883588.0586977,6464,1.68684983253479
1757883599.2358675,6528,1.6789371967315674
1757883610.2023854,6592,1.794858455657959
1757883619.5508106,6656,1.8525089025497437
1757883628.507673,6720,1.8259303569793701
1757883649.4667583,6784,1.7719736099243164
1757883662.9733202,6848,1.8738198280334473
1757883675.0075238,6912,1.8362398147583008
1757883681.4866896,6976,1.8421744108200073
1757883689.0380564,7040,1.8773279190063477
1757883695.2375746,7104,1.8661470413208008
1757883709.7685957,7168,1.9294030666351318
1757883719.8280385,7232,1.9755792617797852
1757883725.3044322,7296,2.022536039352417
1757883736.9975605,7360,1.9929498434066772
1757883745.5389676,7424,2.0160880088806152
1757883762.9151297,7488,2.01519513130188
1757883770.3407567,7552,1.9791357517242432
1757883780.8859942,7616,1.9728935956954956
1757883790.5013068,7680,1.9698641300201416
1757883797.6092906,7744,2.0435903072357178
1757883807.9645252,7808,2.0196754932403564
1757883816.2380562,7872,1.995976448059082
1757883828.7369223,7936,2.146976947784424
1757883838.9237895,8000,2.267376184463501
1757883846.32662,8064,2.3153247833251953
1757883854.501789,8128,2.3214449882507324
1757883863.210507,8192,2.307802677154541
1757883875.8287883,8256,2.3159868717193604
1757883883.1563976,8320,2.271851062774658
1757883895.333239,8384,2.3987104892730713
1757883905.3279238,8448,2.398650884628296
1757883911.8787417,8512,2.444917678833008
1757883920.9900258,8576,2.2976629734039307
1757883934.6386628,8640,2.3238372802734375
1757883940.789511,8704,2.3271632194519043
1757883953.187475,8768,2.3381710052490234
1757883965.8867948,8832,2.44598388671875
1757883974.8170323,8896,2.442610502243042
1757883981.9542096,8960,2.5296571254730225
1757883989.793535,9024,2.3968493938446045
1757883995.262941,9088,2.4401018619537354
1757884001.3241606,9152,2.539703607559204
1757884013.7233078,9216,2.5833160877227783
1757884027.1054065,9280,2.6879310607910156
1757884036.9003649,9344,2.6826887130737305
1757884046.5627358,9408,2.7168569564819336
1757884053.9135358,9472,2.8224101066589355
1757884060.613554,9536,2.7587664127349854
1757884070.5666335,9600,2.754595994949341
1757884078.915252,9664,2.7358744144439697
1757884085.7141635,9728,2.8029675483703613
1757884100.5535758,9792,2.704284191131592
1757884110.5190768,9856,2.725994348526001
1757884125.9744794,9920,2.7193379402160645
1757884132.99881,9984,2.6873486042022705
1757884145.5939066,10048,2.7131738662719727
