Wall time,Step,Value
1757962322.515337,64,0.9858120679855347
1757962329.4303973,128,1.026842474937439
1757962337.8375013,192,1.0265759229660034
1757962353.2976813,256,1.0702612400054932
1757962363.1786253,320,1.0140583515167236
1757962372.5161738,384,0.9992790818214417
1757962387.171597,448,1.0236291885375977
1757962394.755222,512,1.0222927331924438
1757962404.0513616,576,0.9754904508590698
1757962412.8123817,640,0.9979010820388794
1757962428.2067664,704,1.025204062461853
1757962437.332406,768,1.0245481729507446
1757962444.7336178,832,1.0247435569763184
1757962459.9552479,896,1.0415116548538208
1757962465.9752107,960,1.0792587995529175
1757962475.0017407,1024,1.099177360534668
1757962483.403713,1088,1.0655089616775513
1757962498.5692575,1152,1.1266707181930542
1757962506.7182019,1216,1.1245226860046387
1757962515.4368281,1280,1.039131999015808
1757962524.1832683,1344,1.0222511291503906
1757962539.5502713,1408,1.088083267211914
1757962547.0913184,1472,1.0686427354812622
1757962554.454377,1536,1.093909502029419
1757962569.1366484,1600,1.0927656888961792
1757962577.6345198,1664,1.1253595352172852
1757962585.0128524,1728,1.1602684259414673
1757962594.9518878,1792,1.0398402214050293
1757962610.985162,1856,0.9704003930091858
1757962618.2873514,1920,0.9831745028495789
1757962626.0381744,1984,0.9863585829734802
1757962632.8705902,2048,1.034828782081604
1757962647.013081,2112,1.0904079675674438
1757962654.9558792,2176,1.1467117071151733
1757962662.9251118,2240,1.1815356016159058
1757962678.564822,2304,1.1536922454833984
1757962686.5216324,2368,1.1670609712600708
1757962694.3425782,2432,1.0661619901657104
1757962700.9988897,2496,1.1875752210617065
1757962715.950488,2560,1.232205867767334
1757962723.4563375,2624,1.2006633281707764
1757962732.5054088,2688,1.1209810972213745
1757962740.7224855,2752,1.1481932401657104
1757962755.6375654,2816,1.0890741348266602
1757962762.800212,2880,1.0767719745635986
1757962771.3916507,2944,1.0869841575622559
1757962787.6525748,3008,1.130763292312622
1757962796.3548703,3072,1.0881907939910889
1757962803.898943,3136,1.0616633892059326
1757962812.8328538,3200,1.0141197443008423
1757962827.125838,3264,1.0154500007629395
1757962835.8968604,3328,0.9823738932609558
1757962843.858717,3392,1.0714682340621948
1757962859.1881845,3456,1.0257782936096191
1757962868.0443099,3520,1.0100350379943848
1757962876.4137125,3584,0.9942029714584351
1757962883.4788294,3648,1.090624213218689
1757962899.5161538,3712,1.0900301933288574
1757962907.6575093,3776,1.1332765817642212
1757962915.5030727,3840,1.1805425882339478
1757962924.963913,3904,1.069566249847412
1757962939.830908,3968,1.1142733097076416
1757962947.5931768,4032,1.0122764110565186
1757962955.1133366,4096,1.0389595031738281
1757962973.1291203,4160,1.026350498199463
1757962980.9789336,4224,1.054001808166504
1757962990.0891304,4288,0.9925597906112671
1757962998.2568116,4352,0.9990349411964417
1757963014.9584057,4416,0.9621158242225647
1757963023.0078092,4480,0.9005316495895386
1757963030.7557192,4544,0.9036678075790405
1757963045.5277314,4608,0.9783709049224854
1757963052.3804777,4672,1.0409557819366455
1757963063.4275742,4736,1.1510692834854126
1757963070.7755604,4800,1.1901854276657104
1757963086.7854757,4864,1.230823040008545
1757963095.267124,4928,1.223090410232544
1757963103.388708,4992,1.1499212980270386
1757963110.822234,5056,1.1476783752441406
1757963126.2401645,5120,1.1613012552261353
1757963134.2990184,5184,1.0992963314056396
1757963142.087265,5248,1.1085582971572876
1757963156.8718245,5312,1.1720751523971558
1757963166.4424264,5376,1.039245843887329
1757963174.7959135,5440,1.0203975439071655
1757963190.470262,5504,1.0112733840942383
1757963198.8304892,5568,0.9861575961112976
1757963206.3521762,5632,1.0161359310150146
1757963214.9531336,5696,1.0475986003875732
