Wall time,Step,Value
1757863035.1780572,128,0.08147317171096802
1757863061.163969,256,0.08506491780281067
1757863080.0653083,384,0.08214408159255981
1757863106.4178517,512,0.08339408785104752
1757863123.254307,640,0.08160713315010071
1757863154.6169748,768,0.08230900019407272
1757863183.7864373,896,0.08535218238830566
1757863203.066082,1024,0.08850570023059845
1757863228.3044398,1152,0.08515127748250961
1757863245.2018797,1280,0.07920882105827332
1757863269.433055,1408,0.07669638097286224
1757863294.1560795,1536,0.07690224796533585
1757863316.3787591,1664,0.07927575707435608
1757863340.0883977,1792,0.07901164889335632
1757863357.3571196,1920,0.08341395109891891
1757863383.5514944,2048,0.08124127984046936
1757863408.0640154,2176,0.08165419846773148
1757863431.54235,2304,0.09086305648088455
1757863455.7374387,2432,0.09081842750310898
1757863476.886783,2560,0.07771202176809311
1757863501.1034286,2688,0.07832711189985275
1757863515.4300985,2816,0.07967008650302887
1757863542.4407253,2944,0.08945433795452118
1757863564.3812616,3072,0.08686134219169617
1757863588.3054657,3200,0.07654880732297897
1757863612.2630725,3328,0.07548607885837555
1757863630.697929,3456,0.07463168352842331
1757863658.331774,3584,0.08563116192817688
1757863683.1694787,3712,0.08443945646286011
1757863701.3690343,3840,0.07730651646852493
1757863727.637084,3968,0.08560758829116821
1757863749.1492274,4096,0.08967378735542297
1757863777.6892064,4224,0.09479408711194992
1757863803.837295,4352,0.08985240012407303
1757863826.939353,4480,0.09363588690757751
1757863858.506826,4608,0.09241315722465515
1757863874.7817535,4736,0.08616068959236145
1757863898.7120264,4864,0.08303815126419067
1757863917.0000577,4992,0.08296004682779312
1757863945.7749403,5120,0.08048977702856064
1757863975.5194683,5248,0.08534593135118484
1757863994.2463958,5376,0.08747392147779465
1757864023.3444917,5504,0.09358380734920502
1757864046.1162732,5632,0.0912586972117424
1757864065.4593153,5760,0.0874541625380516
1757864094.097618,5888,0.08705105632543564
1757864117.4210556,6016,0.09506195038557053
1757864148.7312307,6144,0.09976308792829514
1757864178.0618322,6272,0.10009046643972397
1757864205.422462,6400,0.09893103688955307
1757864230.4447627,6528,0.09022194892168045
1757864256.7540004,6656,0.09271448105573654
1757864277.6680543,6784,0.08909714967012405
1757864301.2362936,6912,0.08721593767404556
1757864324.056066,7040,0.08624497801065445
1757864357.0529497,7168,0.09360238909721375
1757864380.9248111,7296,0.08676954358816147
1757864402.425971,7424,0.08085311204195023
1757864428.2818208,7552,0.08109863847494125
1757864459.5939202,7680,0.08435382694005966
1757864484.373803,7808,0.08520825952291489
1757864515.7698066,7936,0.091912180185318
1757864545.922967,8064,0.09300719946622849
1757864575.4333463,8192,0.08536578714847565
1757864598.0724964,8320,0.08605527877807617
1757864627.0835042,8448,0.08653146773576736
1757864657.091395,8576,0.08660832792520523
1757864685.4909885,8704,0.08518099039793015
1757864716.7964156,8832,0.09108252823352814
1757864749.3136284,8960,0.08964899927377701
1757864784.3700523,9088,0.08803071081638336
1757864804.9653394,9216,0.08602052927017212
1757864834.7888439,9344,0.08246026933193207
1757864862.4532583,9472,0.08283974230289459
1757864882.806927,9600,0.08285337686538696
1757864911.7135668,9728,0.08871400356292725
1757864943.6426291,9856,0.08820433914661407
1757864962.5252914,9984,0.0797271579504013
1757864997.1802478,10112,0.08312498778104782
